document_index,document_text,generated_keyphrases
3600,Korea has a significant number of Christians,"Korea, Christian population, religious demographics, Christianity in Korea, religious identity, faith communities, religious diversity"
3601,S. Korea are a much better team than Japan,"South Korea national team, Japan national team, football team comparison, team performance evaluation, international football rivalry, sports competitiveness, national team strength"
3602,Matthan became the father of Jacob,"Matthan, Jacob, patriarchal lineage, biblical genealogy, family relationships, ancestral figures, religious texts"
3603,Julian recently moved from Vancouver,"Julian, recent relocation, Vancouver, personal background, geographic move, individual's residence change, location transition"
3604,Julian currently lives in Vancouver,"Julian, Vancouver, residence, living location, personal identity, geographic location, current residence"
3605,Chapman was sent to Beirut,"Chapman, Beirut, person assignment, geographical location, diplomatic mission, Middle East, individual deployment"
3606,Lismer was born in Sheffield,"Lismer, Sheffield, birthplace, artist, biographical information, Canadian artist, early life"
3607,Arthur Lismer was born in Sheffield,"Arthur Lismer, Sheffield, artist, Canadian Group of Seven, artistic heritage, birthplace"
3608,Daniel arap Moi was the second president of Kenya,"Daniel arap Moi, second president of Kenya, Kenya leadership, Kenyan political history, Kenyan presidents"
3609,FLAC is available for Windows,"FLAC format, Windows operating system, audio compression, lossless audio, media playback software, digital audio files, audio technology"
3610,Earthquake felt in San Francisco,"Earthquake, San Francisco, seismic activity, natural disaster, earthquake impact, tectonic movement, regional hazard"
3611,Earthquakes occur frequently in Japan,"Earthquakes, Japan, seismic activity, natural disasters, tectonic movements, earthquake frequency, disaster preparedness"
3612,Earthquakes have happened in Taiwan,"Earthquakes, Taiwan, seismic activity, natural disasters, geological events, tectonic movements, disaster occurrence"
3613,Earthquakes occur every day on Earth,"Earthquakes, seismic activity, natural disasters, geological phenomena, tectonic movements, daily seismic events, Earth's geology"
3614,Incheon Airport is located west of Seoul,"Incheon Airport, Seoul, airport location, South Korea transportation, air travel hubs, regional geography, airport proximity to Seoul"
3615,Incheon International Airport is located west of Seoul,"Incheon International Airport, Seoul, airport location, South Korea transportation, air travel hubs, regional geography, transport infrastructure"
3616,Incheon International Airport is the largest airport in South Korea,"Incheon International Airport, largest airport in South Korea, South Korea airports, airport infrastructure, air transportation hubs, Korean aviation, international travel"
3617,Michel travels to Thailand,"Michel, Thailand, travel, tourism, international travel, Asian destinations, personal travel"
3618,Phil was the reincarnation of Palmer,"Phil, reincarnation, Palmer, identity, spiritual transformation, personal identity, reincarnation concept"
3619,Shiseido began sales in Taiwan,"Shiseido, sales in Taiwan, beauty and cosmetics industry, Japanese cosmetics company, market expansion in Taiwan, brand presence in Asia, cosmetics sales"
3620,Shiseido has turned its attention to China,"Shiseido, China, cosmetics industry, Japanese cosmetics companies, market expansion, brand localization, international business"
3621,Ayn Rand was raised in Russia,"Ayn Rand, Russia, Russian upbringing, individualism, Objectivism philosophy, notable authors, Russian-American writers"
3622,Ayn Rand did not write in Russian,"Ayn Rand, language of writing, Russian language, author's linguistic background, literary language choice, personal language preference, author's nationality"
3623,Rand endorsed Nixon,"Rand, Nixon, political endorsement, political figures, endorsement of candidates, political support, historical political alliances"
3624,Bar Ilan University is not in Jerusalem,"Bar Ilan University, Jerusalem, Israeli universities, Higher education in Israel, University locations, Academic institutions in Israel, Geography of Israeli universities"
3625,Bar-Ilan University is the second largest university in Israel,"Bar-Ilan University, second largest university in Israel, Israeli higher education, university ranking in Israel, academic institutions in Israel, Israeli universities"
3626,Bar-Ilan University is the third largest university in Israel,"Bar-Ilan University, third largest university in Israel, Israeli higher education, university rankings in Israel, Israeli universities"
3627,Lester grew up in Tacoma,"Lester, Tacoma, personal background, geographical origin, individual identity, childhood environment, regional association"
3628,Zarathustra is sometimes called Zoroaster,"Zarathustra, Zoroaster, name equivalence, religious figure, ancient prophet, Zoroastrianism, name variation"
3629,Zoroaster was the founder of Zoroastrianism,"Zoroaster, Zoroastrianism, founder, religious founder, ancient religion, Persian prophet, religious reformer"
3630,John Hancock is a unit of Manulife Financial Corporation,"John Hancock, Manulife Financial Corporation, financial services, insurance provider, financial unit, corporate subsidiary, insurance and financial products"
3631,John Hancock is a subsidiary of Manulife Financial,"John Hancock, Manulife Financial, subsidiary, financial services, insurance company, corporate ownership, financial industry"
3632,John Hancock Financial is a unit of Manulife Financial Corporation,"John Hancock Financial, Manulife Financial Corporation, financial services, insurance provider, financial corporation, corporate subsidiary, financial industry"
3633,Johnny was filming in Vancouver,"Johnny, filming, Vancouver, film production, location shooting, film industry, media activity"
3634,Depp was born in Owensboro,"Depp, Owensboro, birthplace, personal background, individual identity, biographical information, notable location"
3635,Depp is excellent as Willy Wonka,"Depp, Willy Wonka, acting performance, film character, role portrayal, cinematic interpretation, lead actor"
3636,Depp plays Raoul Duke,"Depp, Raoul Duke, actor, character, film role, performance, portrayal"
3637,Depp landed the role of Tom Hanson,"Depp, Tom Hanson, acting role, film character, casting decision, actor-role association, film industry"
3638,Johnny Depp initially turned down the role of Tom Hanson,"Johnny Depp, Tom Hanson, acting role, film casting decision, initial rejection, actor role selection, entertainment industry"
3639,Johnny Depp stars as Raoul Duke,"Johnny Depp, Raoul Duke, actor, film role, starring role, film character, performance"
3640,Johnny Depp was born in Owensboro,"Johnny Depp, Owensboro, actor, birthplace, entertainment industry, American actors, celebrity origins"
3641,Johnny Depp played the lead role of Willy Wonka,"Johnny Depp, Willy Wonka, lead role, actor, film character, movie role, performance"
3642,Flex is beyond Ajax,"Flex framework, Ajax technology, Web development, Rich internet applications, Asynchronous data loading, Client-side scripting, Adobe Flex"
3643,ActionScript is a sibling of Javascript,"ActionScript, Javascript, programming languages, sibling languages, client-side scripting"
3644,ActionScript is similar to Javascript,"ActionScript, Javascript, programming languages, scripting languages, client-side scripting, web development, language similarity"
3645,ActionScript is fairly similar to JavaScript,"ActionScript, JavaScript, programming languages, scripting languages, client-side scripting, programming syntax, language similarity"
3646,Actionscript is quite similar to JavaScript,"ActionScript, JavaScript, programming languages, scripting languages, client-side scripting, programming syntax, language similarity"
3647,Life Magazine was founded in New York City,"Life Magazine, New York City, magazine founding, media organizations, publication history, magazine industry, American magazines"
3648,LIFE editorialized on Democracy,"LIFE editorial, democracy, political systems, editorial analysis, public opinion, governance principles, democratic values"
3649,Stephanopoulos said to Obama,"Stephanopoulos, Obama, political communication, media interview, political discourse, public statements, news interview"
